"","taxon","lfc_(Intercept)","lfc_statusRef","se_(Intercept)","se_statusRef","W_(Intercept)","W_statusRef","p_(Intercept)","p_statusRef","q_(Intercept)","q_statusRef","diff_(Intercept)","diff_statusRef","passed_ss_(Intercept)","passed_ss_statusRef"
"37","ASV11678",0.0641815763889487,-0.124935026816855,0.0986399524455344,0.128537489917514,0.650665118927218,-0.971973444456,0.515901051876275,0.332067397217974,1,1,FALSE,FALSE,FALSE,TRUE
"38","ASV11693",-0.469850887346553,0.00370470964557434,0.0738285006870848,0.088836117578539,-6.36408545445033,0.0417027414812342,1.10426947796909e-08,0.966838293870462,2.65024674712582e-06,1,TRUE,FALSE,TRUE,TRUE
"39","ASV11715",-0.562162767949544,0.299317030121799,0.0814186045737971,0.106980536962512,-6.90459841325339,2.79786434635944,1.83237273480244e-10,0.00590283996252235,4.63590301905016e-08,0.820494754790607,TRUE,FALSE,TRUE,FALSE
"40","ASV11748",0.00458154715322027,-0.319391371930464,0.0873175353167714,0.116320121479146,0.0524699550508301,-2.74579640967555,0.958207672907513,0.00659818902546776,1,0.910550085514551,FALSE,FALSE,FALSE,FALSE
"41","ASV11902",0.170526677804782,-0.201283408653032,0.11722614454895,0.148815915347339,1.45468127831821,-1.35256641188701,0.14738193909421,0.177776722553688,1,1,FALSE,FALSE,FALSE,TRUE
"42","ASV11934",-0.0844563100787152,0.00132764108776024,0.0728544720515332,0.0927587626136998,-1.15924675178451,0.0143128374112675,0.25110600785247,0.988629518665561,1,1,FALSE,FALSE,FALSE,TRUE
"43","ASV12083",0.0126132657242452,0.238154459289519,0.106408918509644,0.135725388919669,0.118535794752035,1.75467877591034,0.905795631207478,0.0812775809746982,1,1,FALSE,FALSE,FALSE,FALSE
"44","ASV12199",0.604437841998144,-0.836672660388089,0.0941004192152149,0.117410514843828,6.42332783465872,-7.12604540999566,3.86906620506105e-09,1.30544892195408e-10,9.47921220239957e-07,3.32889475098289e-08,TRUE,TRUE,TRUE,FALSE
"45","ASV12206",0.0432329359912243,-0.315920489875807,0.0924084807970414,0.115570386073775,0.467845977104392,-2.73357648623012,0.64119932518064,0.00774894591011773,1,1,FALSE,FALSE,FALSE,FALSE
"46","ASV12232",0.148857440866622,-0.167396633060187,0.0825217267472523,0.108052297869789,1.80385756253674,-1.5492186317214,0.0740673192372642,0.124281938772971,1,1,FALSE,FALSE,FALSE,TRUE
"47","ASV12293",-0.320405512755937,0.0486434172414595,0.0636704237293958,0.0787915730603766,-5.03225036035076,0.61736827114982,6.92532755006292e-06,0.539850362924867,0.00137121485491246,1,TRUE,FALSE,TRUE,TRUE
"48","ASV1230",0.15077429876255,-0.0841920726704787,0.115427515860697,0.147231192140685,1.30622492945712,-0.571835841619962,0.193339135477596,0.568230709424402,1,1,FALSE,FALSE,FALSE,FALSE
"49","ASV12665",-0.295953044158546,0.315079778846536,0.0773822465458551,0.103233909943502,-3.82455999107199,3.05209576019133,0.000249144221791239,0.00303229759313499,0.0431019503698843,0.439683151004573,TRUE,FALSE,FALSE,FALSE
"50","ASV12745",-0.344670743242947,0.4716558856592,0.0891447919069155,0.11041288849317,-3.86641480528498,4.27174664204513,0.000212493739382884,4.93681949483066e-05,0.0371864043920047,0.00913311606543672,TRUE,TRUE,TRUE,FALSE
"51","ASV12826",-0.0254447194779865,-0.455144638532416,0.0956362789241128,0.110293668748119,-0.266057188383258,-4.12666151827665,0.790688728659998,7.14299424532452e-05,1,0.0129288195840374,FALSE,TRUE,FALSE,FALSE
"52","ASV1284",0.362174242488408,-0.824299967988708,0.100094840284958,0.123103490376684,3.61831080860253,-6.69599184772452,0.000425479878066346,6.0844136667157e-10,0.0705913209754581,1.52110341667892e-07,FALSE,TRUE,TRUE,FALSE
"53","ASV12986",0.0556234438095473,-0.0265550530338134,0.0614703647461308,0.0836610073603471,0.904882280091699,-0.317412542254419,0.36881912081267,0.751932588876735,1,1,FALSE,FALSE,FALSE,TRUE
"54","ASV13009",0.960716653502688,-0.00587538990552963,0.0587426000008266,0.0852311810791707,16.3546838834027,-0.0689347470155555,3.94789938006014e-28,0.945201591112165,1.15278661897756e-25,1,TRUE,FALSE,FALSE,FALSE
"55","ASV13012",0.874413385218087,-0.00186200560061895,0.0551650495557125,0.078461910934059,15.8508583289678,-0.0237313312721101,1.15488703300129e-23,0.981141921664914,3.34917239570374e-21,1,TRUE,FALSE,FALSE,FALSE
"56","ASV13342",-0.0565420181737446,0.594080248103908,0.0605510069751174,0.0771462128014759,-0.933791542013162,7.70070527807611,0.353921207633154,1.08669849426245e-10,1,2.78194814531188e-08,FALSE,TRUE,FALSE,FALSE
"57","ASV13432",-0.246760266560022,-0.104906124066082,0.0782286027093411,0.0974697628081529,-3.15434838427144,-1.07629403256645,0.0024654119556584,0.285900201605565,0.36981179334876,1,FALSE,FALSE,TRUE,TRUE
"58","ASV13535",-0.893602606553109,1.34066301791401,0.0899307344842657,0.124788840502988,-9.93656519851346,10.7434528000275,3.60051112939439e-17,4.5937141856857e-19,1.00454260510103e-14,1.31380225710611e-16,TRUE,TRUE,FALSE,TRUE
"59","ASV13581",-0.408949057044378,0.425028173809232,0.065611844538744,0.0897331301572064,-6.2328541427134,4.73658026934546,1.02318441648826e-07,1.89706005128912e-05,2.32262862542835e-05,0.00373720830103956,TRUE,TRUE,TRUE,FALSE
"60","ASV13608",-0.15173187901015,0.301869533000376,0.0961903502764868,0.120560992038978,-1.57741268821682,2.50387399684617,0.116835658407654,0.0133691443114436,1,1,FALSE,FALSE,FALSE,FALSE
"61","ASV13657",0.220055056878568,0.634315503724694,0.100327275258895,0.126239098823015,2.19337220422577,5.02471508145028,0.0299798529116805,1.55780789171413e-06,1,0.000334928696718538,FALSE,TRUE,FALSE,FALSE
"62","ASV13668",0.104681376809219,-0.0505205794631788,0.0733902545277797,0.0953518858753989,1.42636617740023,-0.529833038952125,0.159314118086538,0.598322174055953,1,1,FALSE,FALSE,FALSE,TRUE
"63","ASV13703",-1.00062474197832,1.36607492391739,0.0600131378718135,0.0839746021857663,-16.6734281436114,16.2677153372563,1.33235800239916e-21,3.65139613128265e-21,3.8238674668856e-19,1.0516020858094e-18,TRUE,TRUE,TRUE,FALSE
"64","ASV13720",0.152401851266321,0.425543590684476,0.086352121664639,0.118054267301086,1.7648883238584,3.60464386771524,0.0793169550369002,0.000406767611398566,1,0.0658963530465678,FALSE,FALSE,TRUE,FALSE
"65","ASV13736",-0.31819021203546,0.858470459747782,0.0800782745464136,0.100880464923152,-3.97348986148592,8.50977897853407,0.000232231176433165,3.20827240311615e-11,0.0404082246993706,8.30942552407082e-09,TRUE,TRUE,TRUE,FALSE
"66","ASV13783",-0.362195183449521,0.381530655573028,0.0666178807040874,0.0871640145337734,-5.43690642244189,4.37715790872845,1.08727817664133e-06,4.98204646160931e-05,0.000230502973447963,0.00913311606543672,TRUE,TRUE,TRUE,FALSE
"67","ASV13826",0.129316618490634,0.389602344808178,0.0687884521796227,0.0884304894928229,1.879917550012,4.40574678533017,0.0637596160351207,3.2388020867091e-05,1,0.00612133594388021,FALSE,TRUE,FALSE,FALSE
"68","ASV13837",-0.218589104347466,0.758728282744332,0.0747426543110466,0.0958010522466651,-2.92455635088624,7.91983245435328,0.00440929144366439,7.68166369436291e-12,0.639347259331337,2.02027755161745e-09,FALSE,TRUE,FALSE,FALSE
"69","ASV13882",-0.418692827375569,0.645380890543815,0.086403102082755,0.117129382978967,-4.84580781572581,5.50998284230444,3.77904043133126e-06,2.05715103892476e-07,0.000767145207560246,4.62858983758071e-05,TRUE,TRUE,TRUE,FALSE
"70","ASV14024",-0.590484125550666,0.30673090599916,0.0689580728846467,0.0926682615876309,-8.56294413184124,3.30998877872661,5.32948233049661e-13,0.00138809767545416,1.40165385292061e-10,0.213767042019941,TRUE,FALSE,TRUE,FALSE
"71","ASV14055",-0.271658971529486,0.584812598886099,0.0622987967740369,0.0827420115880646,-4.36058135303666,7.06790405093871,6.83219846736751e-05,5.78642438537262e-09,0.0122979572412615,1.37716900371868e-06,TRUE,TRUE,FALSE,TRUE
"72","ASV14060",0.018708009812154,0.362277114737818,0.0983778685906616,0.132326512131156,0.190164821419295,2.73775155789449,0.849360240918259,0.00670677148673374,1,0.918827693682522,FALSE,FALSE,FALSE,FALSE
"73","ASV14095",0.014323473249569,0.230009808300134,0.0729657530508586,0.0948132411783034,0.19630405567918,2.42592495986487,0.844758978914776,0.0170080874448881,1,1,FALSE,FALSE,FALSE,TRUE
"74","ASV14097",-0.324376680797824,0.623627844161243,0.0602016090614989,0.0831001838748299,-5.38817293847508,7.5045302559208,1.597493878387e-06,6.24829884830128e-10,0.000335473714461271,1.55582641322702e-07,TRUE,TRUE,FALSE,FALSE
"75","ASV14098",-0.0826180709345431,0.68578449905954,0.0826261989758489,0.103693927188087,-0.999901628764162,6.61354543758012,0.319108174897452,7.60231405959999e-10,1,1.8853738867808e-07,FALSE,TRUE,FALSE,FALSE
"76","ASV14118",-0.583290745440712,0.674746672948542,0.0670727727461624,0.0841513855193874,-8.69638635110825,8.01824793238952,3.81158468754986e-13,8.03323171257454e-12,1.01006994220071e-10,2.10470670869453e-09,TRUE,TRUE,TRUE,FALSE
"77","ASV14129",0.152823206761313,0.114632249908398,0.10750370655503,0.13005357093218,1.42156221081628,0.881423317228068,0.156380029592152,0.378922044405201,1,1,FALSE,FALSE,FALSE,TRUE
"78","ASV14156",0.590210321817319,0.131149800597267,0.0533622874827524,0.0729629188190304,11.0604389290486,1.79748566422565,6.38418699565597e-15,0.0784221137945388,1.73649886281842e-12,1,TRUE,FALSE,TRUE,TRUE
"79","ASV14162",0.35961050516214,0.394133866680285,0.0544950685522174,0.0734324960929449,6.59895500117702,5.36729496681444,1.58801499527099e-08,1.584493783197e-06,3.77947568874495e-06,0.000339081669604158,TRUE,TRUE,TRUE,FALSE
"80","ASV14169",-0.0566630243477662,0.762815123034946,0.0768035826891585,0.116080415578159,-0.737765379736181,6.57143687189274,0.461865958921037,8.65154693900536e-10,1,2.12828054699532e-07,FALSE,TRUE,TRUE,TRUE
"81","ASV14365",-0.450327487694462,0.882627229153011,0.0718915412291256,0.0982171469902149,-6.26398432966157,8.98648816627655,6.86306950769942e-08,3.07755364365613e-12,1.56477984775547e-05,8.15551715568874e-10,TRUE,TRUE,TRUE,FALSE
"82","ASV14500",-0.0638500622342517,0.843711731801584,0.0696525843462797,0.0969433321051365,-0.916693369435073,8.70314351157814,0.361173059814309,2.28048017212276e-14,1,6.29412527505883e-12,FALSE,TRUE,TRUE,TRUE
"83","ASV14512",0.0563055186711264,0.696263670558136,0.0900190665295985,0.116903210814172,0.625484365055185,5.95589860799384,0.532392111010963,1.20352526066356e-08,1,2.85235486777264e-06,FALSE,TRUE,TRUE,FALSE
"84","ASV14549",0.106291166267283,0.795113724574586,0.118790265950627,0.162233151981927,0.894780101860038,4.9010557636405,0.371570924641441,1.51132951353467e-06,1,0.000326447174923488,FALSE,TRUE,FALSE,FALSE
"85","ASV14572",0.146405472165114,0.299696654281737,0.0586930986475209,0.0808168556168146,2.49442397042872,3.70834341418478,0.0147304235689499,0.000388712371265425,1,0.0633601165162642,FALSE,FALSE,FALSE,TRUE
"86","ASV14583",-0.531476371456763,1.32424398771691,0.0568379547876706,0.0835729561961818,-9.35073004372162,15.8453649121654,4.15033341840769e-13,1.51554589080698e-22,1.09568802245963e-10,4.4102385422483e-20,TRUE,TRUE,FALSE,TRUE
"87","ASV14641",0.23572391185256,0.553865736626316,0.089558680433601,0.116247486952962,2.63206102090043,4.76453944204771,0.00920757801974562,3.82932737108452e-06,1,0.00080415874792775,FALSE,TRUE,FALSE,TRUE
"88","ASV14644",0.20659776754336,0.414627639058,0.0544077488979882,0.075598767548089,3.79721219362926,5.48458199129042,0.000327862398814152,7.54161542553371e-07,0.0550808830007776,0.000165915539361742,FALSE,TRUE,FALSE,FALSE
"89","ASV14691",0.400805650457467,0.381249901717753,0.0696904564042307,0.096524527548597,5.75122722877066,3.94977226410982,3.33279606595441e-07,0.000211323589627028,7.29882338444015e-05,0.0363476574158489,TRUE,TRUE,FALSE,TRUE
"90","ASV14740",-0.0257058981118104,-0.106279372456284,0.086067704630564,0.104301264711394,-0.298670659594677,-1.0189653284681,0.765928962397366,0.311145273970698,1,1,FALSE,FALSE,FALSE,TRUE
"91","ASV14767",-0.232006020601893,0.799393854252605,0.0720192674646783,0.0949993570964807,-3.2214437714974,8.41472909591111,0.00181532314313138,8.93323642631697e-13,0.275929117755969,2.4209070715319e-10,FALSE,TRUE,FALSE,TRUE
"92","ASV14777",0.0804477427741972,0.222583885521363,0.0715136283668958,0.0981180917667089,1.12492883680109,2.26853051780288,0.262921668637676,0.0251305683050319,1,1,FALSE,FALSE,FALSE,FALSE
"93","ASV14871",0.661533608400748,0.373796166665832,0.0648820920216754,0.0874583994064531,10.1959352386441,4.27398819556092,1.82634125160705e-16,4.94323161178303e-05,5.05896526695153e-14,0.00913311606543672,TRUE,TRUE,TRUE,FALSE
"94","ASV14897",0.114353000001767,-0.127348761076655,0.103794707478742,0.123929990180771,1.10172284097613,-1.02758630813169,0.271874010326064,0.305355402604474,1,1,FALSE,FALSE,FALSE,TRUE
"95","ASV1493",0.514229247734172,-0.768481240657734,0.0991886083311318,0.119682512106331,5.18435792563463,-6.42099858310946,1.10129057188521e-06,4.34705374125575e-09,0.00023237231066778,1.03894584416012e-06,TRUE,TRUE,TRUE,FALSE
"96","ASV14932",0.0833391750445597,0.284101156709494,0.0649634734850445,0.0857661451040603,1.28286205422414,3.31250933995918,0.205700517450221,0.00176293947221402,1,0.266203860304316,FALSE,FALSE,FALSE,FALSE
"97","ASV14985",0.593749518804792,0.402945855439952,0.0643203579435288,0.0814058090720752,9.23112895805221,4.94984154119998,9.04414771952809e-13,7.40277913641191e-06,2.36052255479683e-10,0.00150276416469162,TRUE,TRUE,TRUE,FALSE
"98","ASV15159",0.111825695473525,0.114265559718983,0.0715768031307379,0.0944080717977115,1.56231754677938,1.21033675980397,0.121885734906153,0.229465779341379,1,1,FALSE,FALSE,FALSE,TRUE
"99","ASV15170",0.435292935543595,-0.0142809666961231,0.0894346404074754,0.114381202786182,4.86716258443425,-0.124854139913349,2.42636341170414e-06,0.900775325803479,0.000507109953046165,1,TRUE,FALSE,TRUE,TRUE
"100","ASV15252",0.0294324536529465,0.649014392304319,0.102506739128028,0.140484194383496,0.287127011387868,4.61983922926326,0.774316853807492,6.92767010734827e-06,1,0.00141324470189905,FALSE,TRUE,TRUE,FALSE
"101","ASV15320",-0.112056544989564,0.65773474206441,0.0712957265123698,0.0975217740862718,-1.57171475025397,6.74449114802352,0.119525863993576,1.43572816593334e-09,1,3.48881944321803e-07,FALSE,TRUE,TRUE,TRUE
"102","ASV15354",-0.14770608736459,0.937672243901262,0.0698825152526067,0.0915237960474139,-2.11363438809653,10.2451196781163,0.0383303474403048,2.82976246460154e-15,1,7.86673965159229e-13,FALSE,TRUE,FALSE,TRUE
"103","ASV15377",-0.0825816996151712,0.710828619301671,0.124795149522407,0.165572418763735,-0.661738055775504,4.29315839322244,0.50873430203746,2.50148308779618e-05,1,0.00480284752856866,FALSE,TRUE,FALSE,FALSE
"104","ASV15437",0.320886247713364,0.728132266804693,0.0645847617212831,0.0895662858040322,4.96845136780338,8.12953512885216,2.69344287447896e-06,1.01242663278425e-12,0.000560236117891623,2.72342764218963e-10,TRUE,TRUE,FALSE,TRUE
"105","ASV15447",0.580024131278775,0.269948430612398,0.0548768573939006,0.0779604244470585,10.569558076466,3.46263418301058,6.48148865905462e-16,0.000936488708447223,1.78240938124002e-13,0.147028727226214,TRUE,FALSE,FALSE,TRUE
"106","ASV15496",-0.045751416041168,0.0164997689153434,0.082783432794948,0.104221577866451,-0.552663914704925,0.158314326582985,0.581521580147326,0.874475230059097,1,1,FALSE,FALSE,FALSE,TRUE
"107","ASV16296",-0.711173248658159,0.611330367837202,0.0682933084314131,0.0873916064906105,-10.4135129047437,6.99529843181089,5.18085244922246e-16,1.12766869778033e-09,1.4299152759854e-13,2.75151162258401e-07,TRUE,TRUE,TRUE,FALSE
"108","ASV1634",-0.373893467193874,0.37517494757591,0.0797143309273333,0.100636455627408,-4.69041717899772,3.72802226824186,1.07518337374373e-05,0.000353825564754194,0.00207510391132541,0.058381218184442,TRUE,FALSE,TRUE,FALSE
"109","ASV16455",-0.309822467417269,0.390078978680756,0.0641737002684687,0.0883816117516546,-4.82787288439246,4.41357620606476,7.23778071446445e-06,3.40345010230611e-05,0.0014258428007495,0.00639848619233548,TRUE,TRUE,FALSE,FALSE
"110","ASV16517",0.150704462515665,-0.0467367908590646,0.0875910356769577,0.111353025140897,1.7205466444246,-0.419717298204766,0.087676388142661,0.675374321997216,1,1,FALSE,FALSE,FALSE,TRUE
"111","ASV16524",-0.103311868908565,-0.0189747071955299,0.0941946806040976,0.116106960627956,-1.09679090417841,-0.16342437260356,0.274158416767779,0.870362704648387,1,1,FALSE,FALSE,FALSE,TRUE
"112","ASV16532",-0.989722006321364,1.23139355094973,0.0683004146255212,0.0877132384523676,-14.4907173953164,14.0388563080867,1.41789096169289e-21,6.4339131450637e-21,4.05516815044166e-19,1.84653307263328e-18,TRUE,TRUE,TRUE,FALSE
"113","ASV16541",-0.556890464623817,0.576353893187404,0.0703751888151579,0.086691569676469,-7.91316476729466,6.6483268827447,1.20819697340871e-10,1.41962454403052e-08,3.08090228219221e-08,3.35031392391202e-06,TRUE,TRUE,TRUE,FALSE
"114","ASV16548",-0.792013096496183,0.786862406922205,0.0756031278309833,0.0959567582791347,-10.4759302851436,8.20017704884581,1.6140922505206e-14,5.36626614393087e-11,4.34190815390041e-12,1.37913039899023e-08,TRUE,TRUE,TRUE,FALSE
"115","ASV16553",-0.766873953014738,0.734117190907677,0.0612127302022596,0.0815944793383668,-12.5280141970604,8.99714290550643,1.80085831923893e-17,2.96168301126843e-12,5.04240329386899e-15,7.87807680997403e-10,TRUE,TRUE,TRUE,FALSE
"116","ASV16587",-0.364916957201403,0.355928502179884,0.0655041059829308,0.0914190611127456,-5.57090203317169,3.89337297766517,1.06469147177943e-06,0.000299084808367853,0.000226779283489019,0.0499471629974315,TRUE,TRUE,FALSE,TRUE
"117","ASV16671",-0.742769271429529,1.13334911088415,0.0592576020437487,0.0824164573506397,-12.5345819913732,13.7514902644059,1.87599285567226e-19,1.90409928888272e-21,5.3278197101092e-17,5.50284694487107e-19,TRUE,TRUE,FALSE,TRUE
"118","ASV16686",0.0282434420184834,0.213878610178576,0.100134255472795,0.127151245053722,0.282055744910958,1.6820803452472,0.778277017890471,0.0945668073061512,1,1,FALSE,FALSE,FALSE,TRUE
"119","ASV16777",0.0463761774059396,-0.156611742130631,0.0926814359623995,0.122381423723466,0.500382594684379,-1.2797019136214,0.617520031287516,0.2025745259585,1,1,FALSE,FALSE,FALSE,TRUE
"120","ASV16783",-0.163155504682945,-0.441304162572355,0.0689481141635531,0.0914935335304747,-2.36635195410741,-4.82333718617791,0.0202378428857831,6.13501250272621e-06,1,0.0012638125755616,FALSE,TRUE,TRUE,FALSE
"121","ASV16819",-0.191795084124998,0.507341021229275,0.076110805650021,0.0970224369889376,-2.51994552530329,5.22911026536184,0.0131864418390937,8.29574499069541e-07,1,0.000181676815296229,FALSE,TRUE,TRUE,FALSE
